"","season","week","half","even_wk","team","result","win","tie","loss"
"3282",2011,16,"second","even","New York Jets",-15,0,0,1
"3283",2011,16,"second","even","Pittsburgh Steelers",27,1,0,0
"3284",2011,16,"second","even","Seattle Seahawks",-2,0,0,1
"3285",2011,16,"second","even","Tennessee Titans",6,1,0,0
"3286",2011,16,"second","even","Washington Redskins",-7,0,0,1
"3287",2011,16,"second","even","Green Bay Packers",14,1,0,0
"3288",2011,16,"second","even","New Orleans Saints",29,1,0,0
"3289",2011,17,"second","odd","Arizona Cardinals",3,1,0,0
"3290",2011,17,"second","odd","Atlanta Falcons",21,1,0,0
"3291",2011,17,"second","odd","Cincinnati Bengals",-8,0,0,1
"3292",2011,17,"second","odd","Cleveland Browns",-4,0,0,1
"3293",2011,17,"second","odd","Denver Broncos",-4,0,0,1
"3294",2011,17,"second","odd","Green Bay Packers",4,1,0,0
"3295",2011,17,"second","odd","Houston Texans",-1,0,0,1
"3296",2011,17,"second","odd","Jacksonville Jaguars",6,1,0,0
"3297",2011,17,"second","odd","Miami Dolphins",2,1,0,0
"3298",2011,17,"second","odd","Minnesota Vikings",-4,0,0,1
"3299",2011,17,"second","odd","New England Patriots",28,1,0,0
"3300",2011,17,"second","odd","New Orleans Saints",28,1,0,0
"3301",2011,17,"second","odd","New York Giants",17,1,0,0
"3302",2011,17,"second","odd","Oakland Raiders",-12,0,0,1
"3303",2011,17,"second","odd","Philadelphia Eagles",24,1,0,0
"3304",2011,17,"second","odd","St. Louis Rams",-7,0,0,1
"3305",2012,1,"first","odd","New York Giants",-7,0,0,1
"3306",2012,1,"first","odd","Arizona Cardinals",4,1,0,0
"3307",2012,1,"first","odd","Chicago Bears",20,1,0,0
"3308",2012,1,"first","odd","Cleveland Browns",-1,0,0,1
"3309",2012,1,"first","odd","Denver Broncos",12,1,0,0
"3310",2012,1,"first","odd","Detroit Lions",4,1,0,0
"3311",2012,1,"first","odd","Green Bay Packers",-8,0,0,1
"3312",2012,1,"first","odd","Houston Texans",20,1,0,0
"3313",2012,1,"first","odd","Kansas City Chiefs",-16,0,0,1
"3314",2012,1,"first","odd","Minnesota Vikings",3,1,0,0
"3315",2012,1,"first","odd","New Orleans Saints",-8,0,0,1
"3316",2012,1,"first","odd","New York Jets",20,1,0,0
"3317",2012,1,"first","odd","Tampa Bay Buccaneers",6,1,0,0
"3318",2012,1,"first","odd","Tennessee Titans",-21,0,0,1
"3319",2012,1,"first","odd","Baltimore Ravens",31,1,0,0
"3320",2012,1,"first","odd","Oakland Raiders",-8,0,0,1
"3321",2012,2,"first","even","Green Bay Packers",13,1,0,0
"3322",2012,2,"first","even","Buffalo Bills",18,1,0,0
"3323",2012,2,"first","even","Carolina Panthers",8,1,0,0
"3324",2012,2,"first","even","Cincinnati Bengals",7,1,0,0
"3325",2012,2,"first","even","Indianapolis Colts",3,1,0,0
"3326",2012,2,"first","even","Jacksonville Jaguars",-20,0,0,1
"3327",2012,2,"first","even","Miami Dolphins",22,1,0,0
"3328",2012,2,"first","even","New England Patriots",-2,0,0,1
"3329",2012,2,"first","even","New York Giants",7,1,0,0
"3330",2012,2,"first","even","Philadelphia Eagles",1,1,0,0
"3331",2012,2,"first","even","Pittsburgh Steelers",17,1,0,0
"3332",2012,2,"first","even","San Diego Chargers",28,1,0,0
"3333",2012,2,"first","even","San Francisco 49ers",8,1,0,0
"3334",2012,2,"first","even","Seattle Seahawks",20,1,0,0
"3335",2012,2,"first","even","St. Louis Rams",3,1,0,0
"3336",2012,2,"first","even","Atlanta Falcons",6,1,0,0
"3337",2012,3,"first","odd","Carolina Panthers",-29,0,0,1
"3338",2012,3,"first","odd","Arizona Cardinals",21,1,0,0
"3339",2012,3,"first","odd","Baltimore Ravens",1,1,0,0
"3340",2012,3,"first","odd","Chicago Bears",17,1,0,0
"3341",2012,3,"first","odd","Cleveland Browns",-10,0,0,1
"3342",2012,3,"first","odd","Dallas Cowboys",6,1,0,0
"3343",2012,3,"first","odd","Denver Broncos",-6,0,0,1
"3344",2012,3,"first","odd","Indianapolis Colts",-5,0,0,1
"3345",2012,3,"first","odd","Miami Dolphins",-3,0,0,1
"3346",2012,3,"first","odd","Minnesota Vikings",11,1,0,0
"3347",2012,3,"first","odd","New Orleans Saints",-3,0,0,1
"3348",2012,3,"first","odd","Oakland Raiders",3,1,0,0
"3349",2012,3,"first","odd","San Diego Chargers",-24,0,0,1
"3350",2012,3,"first","odd","Tennessee Titans",3,1,0,0
"3351",2012,3,"first","odd","Washington Redskins",-7,0,0,1
"3352",2012,3,"first","odd","Seattle Seahawks",2,1,0,0
"3353",2012,4,"first","even","Baltimore Ravens",7,1,0,0
"3354",2012,4,"first","even","Arizona Cardinals",3,1,0,0
"3355",2012,4,"first","even","Atlanta Falcons",2,1,0,0
"3356",2012,4,"first","even","Buffalo Bills",-24,0,0,1
"3357",2012,4,"first","even","Denver Broncos",31,1,0,0
"3358",2012,4,"first","even","Detroit Lions",-7,0,0,1
"3359",2012,4,"first","even","Green Bay Packers",1,1,0,0
"3360",2012,4,"first","even","Houston Texans",24,1,0,0
"3361",2012,4,"first","even","Jacksonville Jaguars",-17,0,0,1
"3362",2012,4,"first","even","Kansas City Chiefs",-17,0,0,1
"3363",2012,4,"first","even","New York Jets",-34,0,0,1
"3364",2012,4,"first","even","Philadelphia Eagles",2,1,0,0
"3365",2012,4,"first","even","St. Louis Rams",6,1,0,0
"3366",2012,4,"first","even","Tampa Bay Buccaneers",-2,0,0,1
"3367",2012,4,"first","even","Dallas Cowboys",-16,0,0,1
"3368",2012,5,"first","odd","St. Louis Rams",14,1,0,0
"3369",2012,5,"first","odd","Carolina Panthers",-4,0,0,1
"3370",2012,5,"first","odd","Cincinnati Bengals",-4,0,0,1
"3371",2012,5,"first","odd","Indianapolis Colts",3,1,0,0
"3372",2012,5,"first","odd","Jacksonville Jaguars",-38,0,0,1
"3373",2012,5,"first","odd","Kansas City Chiefs",-3,0,0,1
"3374",2012,5,"first","odd","Minnesota Vikings",23,1,0,0
"3375",2012,5,"first","odd","New England Patriots",10,1,0,0
"3376",2012,5,"first","odd","New Orleans Saints",7,1,0,0
"3377",2012,5,"first","odd","New York Giants",14,1,0,0
"3378",2012,5,"first","odd","Pittsburgh Steelers",2,1,0,0
"3379",2012,5,"first","odd","San Francisco 49ers",42,1,0,0
"3380",2012,5,"first","odd","Washington Redskins",-7,0,0,1
"3381",2012,5,"first","odd","New York Jets",-6,0,0,1
"3382",2012,6,"first","even","Tennessee Titans",3,1,0,0
"3383",2012,6,"first","even","Arizona Cardinals",-3,0,0,1
"3384",2012,6,"first","even","Atlanta Falcons",3,1,0,0
"3385",2012,6,"first","even","Baltimore Ravens",2,1,0,0
"3386",2012,6,"first","even","Cleveland Browns",10,1,0,0
"3387",2012,6,"first","even","Houston Texans",-18,0,0,1
"3388",2012,6,"first","even","Miami Dolphins",3,1,0,0
"3389",2012,6,"first","even","New York Jets",26,1,0,0
"3390",2012,6,"first","even","Philadelphia Eagles",-3,0,0,1
"3391",2012,6,"first","even","San Francisco 49ers",-23,0,0,1
"3392",2012,6,"first","even","Seattle Seahawks",1,1,0,0
"3393",2012,6,"first","even","Tampa Bay Buccaneers",28,1,0,0
"3394",2012,6,"first","even","Washington Redskins",12,1,0,0
"3395",2012,6,"first","even","San Diego Chargers",-11,0,0,1
"3396",2012,7,"first","odd","San Francisco 49ers",7,1,0,0
"3397",2012,7,"first","odd","Buffalo Bills",-1,0,0,1
"3398",2012,7,"first","odd","Carolina Panthers",-5,0,0,1
"3399",2012,7,"first","odd","Cincinnati Bengals",-7,0,0,1
"3400",2012,7,"first","odd","Houston Texans",30,1,0,0
"3401",2012,7,"first","odd","Indianapolis Colts",4,1,0,0
"3402",2012,7,"first","odd","Minnesota Vikings",7,1,0,0
"3403",2012,7,"first","odd","New England Patriots",3,1,0,0
"3404",2012,7,"first","odd","New York Giants",4,1,0,0
"3405",2012,7,"first","odd","Oakland Raiders",3,1,0,0
"3406",2012,7,"first","odd","St. Louis Rams",-10,0,0,1
"3407",2012,7,"first","odd","Tampa Bay Buccaneers",-7,0,0,1
"3408",2012,7,"first","odd","Chicago Bears",6,1,0,0
"3409",2012,8,"first","even","Minnesota Vikings",-19,0,0,1
"3410",2012,8,"first","even","Chicago Bears",1,1,0,0
"3411",2012,8,"first","even","Cleveland Browns",1,1,0,0
"3412",2012,8,"first","even","Dallas Cowboys",-5,0,0,1
"3413",2012,8,"first","even","Denver Broncos",20,1,0,0
"3414",2012,8,"first","even","Detroit Lions",4,1,0,0
"3415",2012,8,"first","even","Green Bay Packers",9,1,0,0
"3416",2012,8,"first","even","Kansas City Chiefs",-10,0,0,1
"3417",2012,8,"first","even","New York Jets",-21,0,0,1
"3418",2012,8,"first","even","Philadelphia Eagles",-13,0,0,1
"3419",2012,8,"first","even","Pittsburgh Steelers",15,1,0,0
"3420",2012,8,"first","even","St. Louis Rams",-38,0,0,1
"3421",2012,8,"first","even","Tennessee Titans",-6,0,0,1
"3422",2012,8,"first","even","Arizona Cardinals",-21,0,0,1
"3423",2012,9,"first","odd","San Diego Chargers",18,1,0,0
"3424",2012,9,"first","odd","Atlanta Falcons",6,1,0,0
"3425",2012,9,"first","odd","Cincinnati Bengals",-8,0,0,1
"3426",2012,9,"first","odd","Cleveland Browns",-10,0,0,1
"3427",2012,9,"first","odd","Green Bay Packers",14,1,0,0
"3428",2012,9,"first","odd","Houston Texans",12,1,0,0
"3429",2012,9,"first","odd","Indianapolis Colts",3,1,0,0
"3430",2012,9,"first","odd","Jacksonville Jaguars",-17,0,0,1
"3431",2012,9,"first","odd","New York Giants",-4,0,0,1
"3432",2012,9,"first","odd","Oakland Raiders",-10,0,0,1
"3433",2012,9,"first","odd","Seattle Seahawks",10,1,0,0
"3434",2012,9,"first","odd","Tennessee Titans",-31,0,0,1
"3435",2012,9,"first","odd","Washington Redskins",-8,0,0,1
"3436",2012,9,"first","odd","New Orleans Saints",15,1,0,0
"3437",2012,10,"second","even","Jacksonville Jaguars",-17,0,0,1
"3438",2012,10,"second","even","Baltimore Ravens",35,1,0,0
"3439",2012,10,"second","even","Carolina Panthers",-22,0,0,1
"3440",2012,10,"second","even","Chicago Bears",-7,0,0,1
"3441",2012,10,"second","even","Cincinnati Bengals",18,1,0,0
"3442",2012,10,"second","even","Miami Dolphins",-34,0,0,1
"3443",2012,10,"second","even","Minnesota Vikings",10,1,0,0
"3444",2012,10,"second","even","New England Patriots",6,1,0,0
"3445",2012,10,"second","even","New Orleans Saints",4,1,0,0
"3446",2012,10,"second","even","Philadelphia Eagles",-15,0,0,1
"3447",2012,10,"second","even","San Francisco 49ers",0,0,1,0
"3448",2012,10,"second","even","Seattle Seahawks",21,1,0,0
"3449",2012,10,"second","even","Tampa Bay Buccaneers",10,1,0,0
"3450",2012,10,"second","even","Pittsburgh Steelers",3,1,0,0
"3451",2012,11,"second","odd","Buffalo Bills",5,1,0,0
"3452",2012,11,"second","odd","Atlanta Falcons",4,1,0,0
"3453",2012,11,"second","odd","Carolina Panthers",-6,0,0,1
"3454",2012,11,"second","odd","Dallas Cowboys",3,1,0,0
"3455",2012,11,"second","odd","Denver Broncos",7,1,0,0
"3456",2012,11,"second","odd","Detroit Lions",-4,0,0,1
"3457",2012,11,"second","odd","Houston Texans",6,1,0,0
"3458",2012,11,"second","odd","Kansas City Chiefs",-22,0,0,1
"3459",2012,11,"second","odd","New England Patriots",35,1,0,0
"3460",2012,11,"second","odd","Oakland Raiders",-21,0,0,1
"3461",2012,11,"second","odd","Pittsburgh Steelers",-3,0,0,1
"3462",2012,11,"second","odd","St. Louis Rams",-14,0,0,1
"3463",2012,11,"second","odd","Washington Redskins",25,1,0,0
"3464",2012,11,"second","odd","San Francisco 49ers",25,1,0,0
"3465",2012,12,"second","even","Dallas Cowboys",-7,0,0,1
"3466",2012,12,"second","even","Detroit Lions",-3,0,0,1
"3467",2012,12,"second","even","New York Jets",-30,0,0,1
"3468",2012,12,"second","even","Arizona Cardinals",-14,0,0,1
"3469",2012,12,"second","even","Chicago Bears",18,1,0,0
"3470",2012,12,"second","even","Cincinnati Bengals",24,1,0,0
"3471",2012,12,"second","even","Cleveland Browns",6,1,0,0
"3472",2012,12,"second","even","Indianapolis Colts",7,1,0,0
"3473",2012,12,"second","even","Jacksonville Jaguars",5,1,0,0
"3474",2012,12,"second","even","Kansas City Chiefs",-8,0,0,1
"3475",2012,12,"second","even","Miami Dolphins",3,1,0,0
"3476",2012,12,"second","even","New Orleans Saints",-10,0,0,1
"3477",2012,12,"second","even","New York Giants",28,1,0,0
"3478",2012,12,"second","even","San Diego Chargers",-3,0,0,1
"3479",2012,12,"second","even","Tampa Bay Buccaneers",-1,0,0,1
"3480",2012,12,"second","even","Philadelphia Eagles",-8,0,0,1
"3481",2012,13,"second","odd","Atlanta Falcons",10,1,0,0
"3482",2012,13,"second","odd","Baltimore Ravens",-3,0,0,1
"3483",2012,13,"second","odd","Buffalo Bills",16,1,0,0
"3484",2012,13,"second","odd","Chicago Bears",-6,0,0,1
"3485",2012,13,"second","odd","Dallas Cowboys",5,1,0,0
"3486",2012,13,"second","odd","Denver Broncos",8,1,0,0
"3487",2012,13,"second","odd","Detroit Lions",-2,0,0,1
"3488",2012,13,"second","odd","Green Bay Packers",9,1,0,0
"3489",2012,13,"second","odd","Kansas City Chiefs",6,1,0,0
"3490",2012,13,"second","odd","Miami Dolphins",-7,0,0,1
"3491",2012,13,"second","odd","New York Jets",1,1,0,0
"3492",2012,13,"second","odd","Oakland Raiders",-3,0,0,1
"3493",2012,13,"second","odd","San Diego Chargers",-7,0,0,1
"3494",2012,13,"second","odd","St. Louis Rams",3,1,0,0
"3495",2012,13,"second","odd","Tennessee Titans",-14,0,0,1
"3496",2012,13,"second","odd","Washington Redskins",1,1,0,0
"3497",2012,14,"second","even","Oakland Raiders",-13,0,0,1
"3498",2012,14,"second","even","Buffalo Bills",-3,0,0,1
"3499",2012,14,"second","even","Carolina Panthers",10,1,0,0
"3500",2012,14,"second","even","Cincinnati Bengals",-1,0,0,1
"3501",2012,14,"second","even","Cleveland Browns",23,1,0,0
"3502",2012,14,"second","even","Green Bay Packers",7,1,0,0
"3503",2012,14,"second","even","Indianapolis Colts",4,1,0,0
"3504",2012,14,"second","even","Jacksonville Jaguars",-7,0,0,1
"3505",2012,14,"second","even","Minnesota Vikings",7,1,0,0
"3506",2012,14,"second","even","New York Giants",25,1,0,0
"3507",2012,14,"second","even","Pittsburgh Steelers",-10,0,0,1
"3508",2012,14,"second","even","San Francisco 49ers",14,1,0,0
"3509",2012,14,"second","even","Seattle Seahawks",58,1,0,0
"3510",2012,14,"second","even","Tampa Bay Buccaneers",-2,0,0,1
"3511",2012,14,"second","even","Washington Redskins",3,1,0,0
"3512",2012,14,"second","even","New England Patriots",28,1,0,0
"3513",2012,15,"second","odd","Philadelphia Eagles",-21,0,0,1
"3514",2012,15,"second","odd","Arizona Cardinals",28,1,0,0
"3515",2012,15,"second","odd","Atlanta Falcons",34,1,0,0
"3516",2012,15,"second","odd","Baltimore Ravens",-17,0,0,1
"3517",2012,15,"second","odd","Buffalo Bills",-33,0,0,1
"3518",2012,15,"second","odd","Chicago Bears",-8,0,0,1
"3519",2012,15,"second","odd","Cleveland Browns",-17,0,0,1
"3520",2012,15,"second","odd","Dallas Cowboys",3,1,0,0
"3521",2012,15,"second","odd","Houston Texans",12,1,0,0
"3522",2012,15,"second","odd","Miami Dolphins",21,1,0,0
"3523",2012,15,"second","odd","New England Patriots",-7,0,0,1
"3524",2012,15,"second","odd","New Orleans Saints",41,1,0,0
"3525",2012,15,"second","odd","Oakland Raiders",15,1,0,0
"3526",2012,15,"second","odd","San Diego Chargers",-24,0,0,1
"3527",2012,15,"second","odd","St. Louis Rams",-14,0,0,1
"3528",2012,15,"second","odd","Tennessee Titans",4,1,0,0
"3529",2012,16,"second","even","Detroit Lions",-13,0,0,1
"3530",2012,16,"second","even","Arizona Cardinals",-15,0,0,1
"3531",2012,16,"second","even","Baltimore Ravens",19,1,0,0
"3532",2012,16,"second","even","Carolina Panthers",11,1,0,0
"3533",2012,16,"second","even","Dallas Cowboys",-3,0,0,1
"3534",2012,16,"second","even","Denver Broncos",22,1,0,0
"3535",2012,16,"second","even","Green Bay Packers",48,1,0,0
"3536",2012,16,"second","even","Houston Texans",-17,0,0,1
"3537",2012,16,"second","even","Jacksonville Jaguars",-7,0,0,1
"3538",2012,16,"second","even","Kansas City Chiefs",-7,0,0,1
"3539",2012,16,"second","even","Miami Dolphins",14,1,0,0
"3540",2012,16,"second","even","New York Jets",-10,0,0,1
"3541",2012,16,"second","even","Philadelphia Eagles",-7,0,0,1
"3542",2012,16,"second","even","Pittsburgh Steelers",-3,0,0,1
"3543",2012,16,"second","even","Seattle Seahawks",29,1,0,0
"3544",2012,16,"second","even","Tampa Bay Buccaneers",-15,0,0,1
"3545",2012,17,"second","odd","Atlanta Falcons",-5,0,0,1
"3546",2012,17,"second","odd","Buffalo Bills",19,1,0,0
"3547",2012,17,"second","odd","Cincinnati Bengals",6,1,0,0
"3548",2012,17,"second","odd","Denver Broncos",35,1,0,0
"3549",2012,17,"second","odd","Detroit Lions",-2,0,0,1
"3550",2012,17,"second","odd","Indianapolis Colts",12,1,0,0
"3551",2012,17,"second","odd","Minnesota Vikings",3,1,0,0
"3552",2012,17,"second","odd","New England Patriots",28,1,0,0
"3553",2012,17,"second","odd","New Orleans Saints",-6,0,0,1
"3554",2012,17,"second","odd","New York Giants",35,1,0,0
"3555",2012,17,"second","odd","Pittsburgh Steelers",14,1,0,0
"3556",2012,17,"second","odd","San Diego Chargers",3,1,0,0
"3557",2012,17,"second","odd","San Francisco 49ers",14,1,0,0
"3558",2012,17,"second","odd","Seattle Seahawks",7,1,0,0
"3559",2012,17,"second","odd","Tennessee Titans",18,1,0,0
"3560",2012,17,"second","odd","Washington Redskins",10,1,0,0
"3561",2013,1,"first","odd","Denver Broncos",22,1,0,0
"3562",2013,1,"first","odd","Buffalo Bills",-2,0,0,1
"3563",2013,1,"first","odd","Carolina Panthers",-5,0,0,1
"3564",2013,1,"first","odd","Chicago Bears",3,1,0,0
"3565",2013,1,"first","odd","Cleveland Browns",-13,0,0,1
"3566",2013,1,"first","odd","Dallas Cowboys",5,1,0,0
"3567",2013,1,"first","odd","Detroit Lions",10,1,0,0
"3568",2013,1,"first","odd","Indianapolis Colts",4,1,0,0
"3569",2013,1,"first","odd","Jacksonville Jaguars",-26,0,0,1
"3570",2013,1,"first","odd","New Orleans Saints",6,1,0,0
"3571",2013,1,"first","odd","New York Jets",1,1,0,0
"3572",2013,1,"first","odd","Pittsburgh Steelers",-7,0,0,1
"3573",2013,1,"first","odd","San Francisco 49ers",6,1,0,0
"3574",2013,1,"first","odd","St. Louis Rams",3,1,0,0
"3575",2013,1,"first","odd","San Diego Chargers",-3,0,0,1
"3576",2013,1,"first","odd","Washington Redskins",-6,0,0,1
"3577",2013,2,"first","even","New England Patriots",3,1,0,0
"3578",2013,2,"first","even","Arizona Cardinals",4,1,0,0
"3579",2013,2,"first","even","Atlanta Falcons",7,1,0,0
"3580",2013,2,"first","even","Baltimore Ravens",8,1,0,0
"3581",2013,2,"first","even","Buffalo Bills",1,1,0,0
"3582",2013,2,"first","even","Chicago Bears",1,1,0,0
"3583",2013,2,"first","even","Green Bay Packers",18,1,0,0
"3584",2013,2,"first","even","Houston Texans",6,1,0,0
"3585",2013,2,"first","even","Indianapolis Colts",-4,0,0,1
"3586",2013,2,"first","even","Kansas City Chiefs",1,1,0,0
"3587",2013,2,"first","even","New York Giants",-18,0,0,1
"3588",2013,2,"first","even","Oakland Raiders",10,1,0,0
"3589",2013,2,"first","even","Philadelphia Eagles",-3,0,0,1
"3590",2013,2,"first","even","Seattle Seahawks",26,1,0,0
"3591",2013,2,"first","even","Tampa Bay Buccaneers",-2,0,0,1
"3592",2013,2,"first","even","Cincinnati Bengals",10,1,0,0
"3593",2013,3,"first","odd","Philadelphia Eagles",-10,0,0,1
"3594",2013,3,"first","odd","Baltimore Ravens",21,1,0,0
"3595",2013,3,"first","odd","Carolina Panthers",38,1,0,0
"3596",2013,3,"first","odd","Cincinnati Bengals",4,1,0,0
"3597",2013,3,"first","odd","Dallas Cowboys",24,1,0,0
"3598",2013,3,"first","odd","Miami Dolphins",4,1,0,0
"3599",2013,3,"first","odd","Minnesota Vikings",-4,0,0,1
"3600",2013,3,"first","odd","New England Patriots",20,1,0,0
"3601",2013,3,"first","odd","New Orleans Saints",24,1,0,0
"3602",2013,3,"first","odd","New York Jets",7,1,0,0
"3603",2013,3,"first","odd","Pittsburgh Steelers",-17,0,0,1
"3604",2013,3,"first","odd","San Francisco 49ers",-20,0,0,1
"3605",2013,3,"first","odd","Seattle Seahawks",28,1,0,0
"3606",2013,3,"first","odd","Tennessee Titans",3,1,0,0
"3607",2013,3,"first","odd","Washington Redskins",-7,0,0,1
"3608",2013,3,"first","odd","Denver Broncos",16,1,0,0
"3609",2013,4,"first","even","St. Louis Rams",-24,0,0,1
"3610",2013,4,"first","even","Atlanta Falcons",-7,0,0,1
"3611",2013,4,"first","even","Buffalo Bills",3,1,0,0
"3612",2013,4,"first","even","Cleveland Browns",11,1,0,0
"3613",2013,4,"first","even","Denver Broncos",32,1,0,0
"3614",2013,4,"first","even","Detroit Lions",8,1,0,0
"3615",2013,4,"first","even","Houston Texans",-3,0,0,1
"3616",2013,4,"first","even","Jacksonville Jaguars",-34,0,0,1
"3617",2013,4,"first","even","Kansas City Chiefs",24,1,0,0
"3618",2013,4,"first","even","Minnesota Vikings",7,1,0,0
"3619",2013,4,"first","even","Oakland Raiders",-10,0,0,1
"3620",2013,4,"first","even","San Diego Chargers",9,1,0,0
"3621",2013,4,"first","even","Tampa Bay Buccaneers",-3,0,0,1
"3622",2013,4,"first","even","Tennessee Titans",25,1,0,0
"3623",2013,4,"first","even","New Orleans Saints",21,1,0,0
"3624",2013,5,"first","odd","Cleveland Browns",13,1,0,0
"3625",2013,5,"first","odd","Arizona Cardinals",16,1,0,0
"3626",2013,5,"first","odd","Chicago Bears",-8,0,0,1
"3627",2013,5,"first","odd","Cincinnati Bengals",7,1,0,0
"3628",2013,5,"first","odd","Dallas Cowboys",-3,0,0,1
"3629",2013,5,"first","odd","Green Bay Packers",13,1,0,0
"3630",2013,5,"first","odd","Indianapolis Colts",6,1,0,0
"3631",2013,5,"first","odd","Miami Dolphins",-3,0,0,1
"3632",2013,5,"first","odd","New York Giants",-15,0,0,1
"3633",2013,5,"first","odd","Oakland Raiders",10,1,0,0
"3634",2013,5,"first","odd","San Francisco 49ers",31,1,0,0
"3635",2013,5,"first","odd","St. Louis Rams",14,1,0,0
"3636",2013,5,"first","odd","Tennessee Titans",-9,0,0,1
"3637",2013,5,"first","odd","Atlanta Falcons",-2,0,0,1
"3638",2013,6,"first","even","Chicago Bears",6,1,0,0
"3639",2013,6,"first","even","Baltimore Ravens",-2,0,0,1
"3640",2013,6,"first","even","Buffalo Bills",-3,0,0,1
"3641",2013,6,"first","even","Cleveland Browns",-14,0,0,1
"3642",2013,6,"first","even","Dallas Cowboys",15,1,0,0
"3643",2013,6,"first","even","Denver Broncos",16,1,0,0
"3644",2013,6,"first","even","Houston Texans",-25,0,0,1
"3645",2013,6,"first","even","Kansas City Chiefs",17,1,0,0
"3646",2013,6,"first","even","Minnesota Vikings",-25,0,0,1
"3647",2013,6,"first","even","New England Patriots",3,1,0,0
"3648",2013,6,"first","even","New York Jets",-13,0,0,1
"3649",2013,6,"first","even","San Francisco 49ers",12,1,0,0
"3650",2013,6,"first","even","Seattle Seahawks",7,1,0,0
"3651",2013,6,"first","even","Tampa Bay Buccaneers",-11,0,0,1
"3652",2013,6,"first","even","San Diego Chargers",10,1,0,0
"3653",2013,7,"first","odd","Arizona Cardinals",-12,0,0,1
"3654",2013,7,"first","odd","Atlanta Falcons",8,1,0,0
"3655",2013,7,"first","odd","Carolina Panthers",15,1,0,0
"3656",2013,7,"first","odd","Detroit Lions",-3,0,0,1
"3657",2013,7,"first","odd","Green Bay Packers",18,1,0,0
"3658",2013,7,"first","odd","Indianapolis Colts",6,1,0,0
"3659",2013,7,"first","odd","Jacksonville Jaguars",-18,0,0,1
"3660",2013,7,"first","odd","Kansas City Chiefs",1,1,0,0
"3661",2013,7,"first","odd","Miami Dolphins",-2,0,0,1
"3662",2013,7,"first","odd","New York Jets",3,1,0,0
"3663",2013,7,"first","odd","Philadelphia Eagles",-14,0,0,1
"3664",2013,7,"first","odd","Pittsburgh Steelers",3,1,0,0
"3665",2013,7,"first","odd","Tennessee Titans",-14,0,0,1
"3666",2013,7,"first","odd","Washington Redskins",4,1,0,0
"3667",2013,7,"first","odd","New York Giants",16,1,0,0
"3668",2013,8,"first","even","Tampa Bay Buccaneers",-18,0,0,1
"3669",2013,8,"first","even","Arizona Cardinals",14,1,0,0
"3670",2013,8,"first","even","Cincinnati Bengals",40,1,0,0
"3671",2013,8,"first","even","Denver Broncos",24,1,0,0
"3672",2013,8,"first","even","Detroit Lions",1,1,0,0
"3673",2013,8,"first","even","Jacksonville Jaguars",-32,0,0,1
"3674",2013,8,"first","even","Kansas City Chiefs",6,1,0,0
"3675",2013,8,"first","even","Minnesota Vikings",-13,0,0,1
"3676",2013,8,"first","even","New England Patriots",10,1,0,0
"3677",2013,8,"first","even","New Orleans Saints",18,1,0,0
"3678",2013,8,"first","even","Oakland Raiders",3,1,0,0
"3679",2013,8,"first","even","Philadelphia Eagles",-8,0,0,1
"3680",2013,8,"first","even","St. Louis Rams",-5,0,0,1
"3681",2013,9,"first","odd","Miami Dolphins",2,1,0,0
"3682",2013,9,"first","odd","Buffalo Bills",-10,0,0,1
"3683",2013,9,"first","odd","Carolina Panthers",24,1,0,0
"3684",2013,9,"first","odd","Cleveland Browns",6,1,0,0
"3685",2013,9,"first","odd","Dallas Cowboys",4,1,0,0
"3686",2013,9,"first","odd","Houston Texans",-3,0,0,1
"3687",2013,9,"first","odd","New England Patriots",24,1,0,0
"3688",2013,9,"first","odd","New York Jets",6,1,0,0
"3689",2013,9,"first","odd","Oakland Raiders",-29,0,0,1
"3690",2013,9,"first","odd","Seattle Seahawks",3,1,0,0
"3691",2013,9,"first","odd","St. Louis Rams",-7,0,0,1
"3692",2013,9,"first","odd","Washington Redskins",6,1,0,0
"3693",2013,9,"first","odd","Green Bay Packers",-7,0,0,1
"3694",2013,10,"second","even","Minnesota Vikings",7,1,0,0
"3695",2013,10,"second","even","Arizona Cardinals",3,1,0,0
"3696",2013,10,"second","even","Atlanta Falcons",-23,0,0,1
"3697",2013,10,"second","even","Baltimore Ravens",3,1,0,0
"3698",2013,10,"second","even","Chicago Bears",-2,0,0,1
"3699",2013,10,"second","even","Green Bay Packers",-14,0,0,1
"3700",2013,10,"second","even","Indianapolis Colts",-30,0,0,1
"3701",2013,10,"second","even","New Orleans Saints",32,1,0,0
"3702",2013,10,"second","even","New York Giants",4,1,0,0
"3703",2013,10,"second","even","Pittsburgh Steelers",13,1,0,0
"3704",2013,10,"second","even","San Diego Chargers",-8,0,0,1
"3705",2013,10,"second","even","San Francisco 49ers",-1,0,0,1
"3706",2013,10,"second","even","Tennessee Titans",-2,0,0,1
"3707",2013,10,"second","even","Tampa Bay Buccaneers",3,1,0,0
"3708",2013,11,"second","odd","Tennessee Titans",-3,0,0,1
"3709",2013,11,"second","odd","Buffalo Bills",23,1,0,0
"3710",2013,11,"second","odd","Chicago Bears",3,1,0,0
"3711",2013,11,"second","odd","Cincinnati Bengals",21,1,0,0
"3712",2013,11,"second","odd","Denver Broncos",10,1,0,0
"3713",2013,11,"second","odd","Houston Texans",-5,0,0,1
